EmpID,EmpName,EmpTitle,SalesReg,OrderNum,OrderDate,OrderType,CustType,CustID,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity,Price,Discount,OrderTotal,
900012746,Becky Seneschal,Senior Sales Representative,N Central East,1104892,"""2022-06-09""",Retail,Individual,4003973,Sarah Donahue,Ohio,Landscape lighting,KECL100,Bistro String lights - 100 ft- Multicolor,1,89.99,0,89.99,
900018483,Kendra Barnbrook,Senior Sales Associate,S Central East,1104895,"""2022-06-09""",Retail,Individual,4004288,Hannah Baker,Texas,Landscape lighting,KEPL004,K-Eco Solar path light  (4-pack),3,29.99,0,89.97,
900010428,Colby Hallberg,Sales Representative,N Central East,1104894,"""2022-06-09""",Retail,Individual,4005889,Camila Clark,Illinois,Lightbulbs,KELB138,K-Eco Energy Bulbs 13W  (8-pack),1,24.99,0,24.99,
900012349,Clement Carry,Sales Associate I,Southeast,1104897,"""2022-06-09""",Retail,Individual,4004109,Jameson Morales,Alabama,Batteries,KEBA312,K-Eco  AAA NiMH rechargeable batteries (12-pack),1,13.99,0,13.99,
900012746,Becky Seneschal,Senior Sales Representative,N Central East,1104899,"""2022-06-10""",Retail,Individual,4004593,Sophie James,Ohio,EV charger,KEEV002,Car charger - L2,1,1900,0,1900,
900015499,Lauren Skip,Senior Sales Associate,N Central East,1104900,"""2022-06-10""",Retail,Individual,4004256,Natalie Evans,Ohio,Solar panels,KESP275,K-Eco 275,2,899.25,0,1798.5,
900016320,Paul Massimo,Sales Associate II,S Central East,1104907,"""2022-06-10""",Retail,Individual,4004135,Wilson Griffin,New Mexico,Landscape lighting,KERL300,Rope lights - Red,4,26.99,0,107.96,
900017067,Christy Beedom,Senior Sales Representative,Southwest,1104901,"""2022-06-10""",Retail,Business,6001273,Labadie Group,California,Solar panels,KESP625,K-Eco 625,2,1430.63,0,2861.26,
900012995,Brenda Albury,Senior Sales Representative,Central East,1104898,"""2022-06-10""",Retail,Individual,4005354,Angelina Fields,District of Columbia,Landscape lighting,KECL100,Bistro String lights - 100 ft- Multicolor,1,89.99,0,89.99,
900013621,Hannah Rosenstock,Sales Associate,Southwest,1104903,"""2022-06-10""",Wholesale,Business,6001491,Fay Group,California,Lightbulbs,KELB138,K-Eco Energy Bulbs 13W  (8-pack),3,24.99,0.1,67.47,
900015003,Cynthia Cash,Sales Associate III,Southeast,1104908,"""2022-06-10""",Retail,Individual,4005950,Julia Wood,South Carolina,Landscape lighting,KEWS004,Solar wall sconces (4pk),2,32.99,0,65.98,
900018712,Dru Clingman,Sales Associate II,S Central East,1104904,"""2022-06-10""",Retail,Individual,4004213,Emilia Lambert,Texas,Lightbulbs,KELB234,K-Eco Energy Bulbs 23W (4-pack),2,18.99,0,37.98,
900018213,Alisha Hendricks,Senior Sales Representative,Central East,1104905,"""2022-06-10""",Retail,Individual,4004013,Kayden Simmons,District of Columbia,Lightbulbs,KESL094,K-Eco Smart Bulbs 9W dimmable (4-pack),1,29.25,0,29.25,
900017067,Christy Beedom,Senior Sales Representative,Southwest,1104902,"""2022-06-10""",Retail,Individual,4004101,Hyperion Johnson,Nevada,Batteries,KEBA208,K-Eco AA  NiMH rechargeable batteries (8-pack),2,14.39,0,28.78,
900016625,Norm Hawkins,Sales Representative,Southeast,1104906,"""2022-06-10""",Retail,Individual,4005225,Sally Santiago,Georgia,Landscape lighting,KERL500,Rope lights - Purple,1,26.99,0,26.99,
900015105,Sharla Sobie,Sales Representative,Northeast,1104909,"""2022-06-10""",Retail,Individual,4004376,Galina Golubev,New York,Batteries,KEBA208,K-Eco AA  NiMH rechargeable batteries (8-pack),1,14.39,0,14.39,
900012281,Logan Augur,Sales Associate I,S Central West,1104913,"""2022-06-11""",Retail,Individual,4004563,Aubree Anderson,Colorado,Lightbulbs,KESL194,K-Eco Smart Bulbs 9W color change (4-pack),4,29.99,0,119.96,
900015499,Lauren Skip,Senior Sales Associate,N Central East,1104912,"""2022-06-11""",Retail,Individual,4005784,Santiago Roberts,Iowa,Solar panels,KESP001,K-Eco phone charger,2,44.89,0,89.78,
900014621,Shantel Francis,Sales Associate II,Northeast,1104911,"""2022-06-11""",Retail,Individual,4005734,Jasmine Reyes,New York,Landscape lighting,KEBL040,Bistro String lights - 40 ft - white,3,27.99,0,83.97,
900013410,Kristen Phillips,Sales Associate III,Southeast,1104910,"""2022-06-11""",Retail,Individual,4004104,Ysoria Vorobyov,Florida,Landscape lighting,KEBL100,Bistro String lights - 100 ft - white,1,65.99,0,65.99,
900020001,Morten Shivers,Sales Representative,S Central West,1104914,"""2022-06-11""",Retail,Individual,4005443,Grace Flores,Colorado,Lightbulbs,KERL200,Smart Rope lights - Color changing ,1,35,0,35,
900015003,Cynthia Cash,Sales Associate III,Southeast,1104915,"""2022-06-11""",Retail,Individual,4005084,Lenora Gregory,Florida,Lightbulbs,KELB092,K-Eco Energy Bulbs 9W (2-pack),2,7.53,0,15.06,
900011701,Georgia Eddowes,Sales Representative,Southeast,1104920,"""2022-06-12""",Retail,Individual,4004364,Christoph Thornhill,Florida,Solar panels,KESP326,K-Eco 325x,3,1052.09,0,3156.27,
900015499,Lauren Skip,Senior Sales Associate,N Central East,1104917,"""2022-06-12""",Wholesale,Business,6003600,Christiansen Inc,Kansas,EV charger,KEEV002,Car charger - L2,3,1900,0.01,5643,
900015499,Lauren Skip,Senior Sales Associate,N Central East,1104918,"""2022-06-12""",Wholesale,Business,6001938,Volkman LLC,Wisconsin,Solar panels,KESP300,K-Eco 300,4,981,0.06,3688.56,
900018684,Vincent Kobak,Sales Associate IV,N Central East,1104919,"""2022-06-12""",Wholesale,Business,6002351,Ziemann Group,Iowa,Solar panels,KESP326,K-Eco 325x,3,1052.09,0.07,2935.33,
900010453,Susan Fetterman,Senior Sales Representative,Central East,1104916,"""2022-06-12""",Retail,Individual,4004616,Alice Bennett,North Carolina,Landscape lighting,KECL100,Bistro String lights - 100 ft- Multicolor,2,89.99,0,179.98,
900013610,Ava Orosco,Sales Associate I,Northwest,1104921,"""2022-06-12""",Wholesale,Business,6001618,Bogan LLC,Oregon,Lightbulbs,KELB098,K-Eco Energy Bulbs 9W  (8-pack),9,22.99,0.04,198.63,
900019334,Mitch White,Sales Associate I,Southeast,1104922,"""2022-06-12""",Retail,Individual,4005973,Ming Mills,Florida,Lightbulbs,KESL194,K-Eco Smart Bulbs 9W color change (4-pack),4,29.99,0,119.96,
900011701,Georgia Eddowes,Sales Representative,Southeast,1104923,"""2022-06-12""",Retail,Individual,4004364,Christoph Thornhill,Florida,Lightbulbs,KERL200,Smart Rope lights - Color changing ,3,35,0,105,
900013410,Kristen Phillips,Sales Associate III,Southeast,1104924,"""2022-06-12""",Retail,Individual,4003997,Damon Castillo,Alabama,Lightbulbs,KELB092,K-Eco Energy Bulbs 9W (2-pack),2,7.53,0,15.06,
900015003,Cynthia Cash,Sales Associate III,Southeast,1104926,"""2022-06-13""",Retail,Individual,4005038,Delilah Harvey,Florida,Solar panels,KESP180,K-Eco 180,4,588.6,0,2354.4,
900019856,Henry Rodriguez,Sales Associate I,Southwest,1104927,"""2022-06-13""",Retail,Individual,4005833,Nora Greene,California,Solar panels,KESP180,K-Eco 180,1,588.6,0,588.6,
900019907,Lorrie Ellison,Sales Associate I,Southwest,1104925,"""2022-06-13""",Retail,Individual,4004564,Jaxon Clark,Nevada,Landscape lighting,KEBL100,Bistro String lights - 100 ft - white,4,65.99,0,263.96,
900019273,Michelle Tiffany,Sales Representative,Central East,1104928,"""2022-06-13""",Wholesale,Business,6002898,Kirlin Inc,Virginia,Solar panels,KESP300,K-Eco 300,4,981,0.05,3727.8,
900019019,Alexandra Kundt,Senior Sales Associate,S Central East,1104936,"""2022-06-13""",Retail,Individual,4005216,Kingston Bowman,Missouri,Landscape lighting,KEWS004,Solar wall sconces (4pk),4,32.99,0,131.96,
900011079,Marla Phifer,Sales Representative,Southwest,1104933,"""2022-06-13""",Retail,Individual,4005065,Everleigh Perry,California,Landscape lighting,KEPL008,K-Eco Solar path light  (8-pack),2,55.05,0,110.09,
900013410,Kristen Phillips,Sales Associate III,Southeast,1104931,"""2022-06-13""",Wholesale,Business,6003373,Dietrich Inc,Florida,Lightbulbs,KELB092,K-Eco Energy Bulbs 9W (2-pack),1,7.53,0.02,7.38,
900015003,Cynthia Cash,Sales Associate III,Southeast,1104929,"""2022-06-13""",Retail,Individual,4004512,Jaxon Hunt,Florida,Lightbulbs,KELB238,K-Eco Energy Bulbs 23W  (8-pack),3,29.99,0,89.97,
900013410,Kristen Phillips,Sales Associate III,Southeast,1104935,"""2022-06-13""",Retail,Individual,4004730,Yuki Edwards,Florida,Landscape lighting,KERL300,Rope lights - Red,3,26.99,0,80.97,
900017067,Christy Beedom,Senior Sales Representative,Southwest,1104934,"""2022-06-13""",Wholesale,Business,6001954,Walsh Inc,California,Grid Tie Inverters,KIGT009,K-Invert 9K,2,2430,0.04,4665.6,
900015499,Lauren Skip,Senior Sales Associate,N Central East,1104930,"""2022-06-13""",Retail,Individual,4003951,Jason Burns,Iowa,Lightbulbs,KELB234,K-Eco Energy Bulbs 23W (4-pack),3,18.99,0,56.97,
900018684,Vincent Kobak,Sales Associate IV,N Central East,1104932,"""2022-06-13""",Retail,Individual,4005991,Adrian O'Grady,Minnesota,Lightbulbs,KESL194,K-Eco Smart Bulbs 9W color change (4-pack),1,29.99,0,29.99,
900019273,Michelle Tiffany,Sales Representative,Central East,1104937,"""2022-06-13""",Retail,Individual,4004465,Myles Hudson,Tennessee,Lightbulbs,KESL092,K-Eco Smart Bulbs 9W dimmable (2-pack),1,15.2,0,15.2,
900014621,Shantel Francis,Sales Associate II,Northeast,1104940,"""2022-06-14""",Retail,Individual,4004991,Charles Diaz,Connecticut,Solar panels,KESP300,K-Eco 300,3,981,0,2943,
900015696,Eddie Harrower,Sales Associate I,S Central West,1104944,"""2022-06-14""",Retail,Individual,4005078,Amaris Allen,Arizona,Landscape lighting,KERL400,Rope lights - Orange,2,26.99,0,53.98,
900020001,Morten Shivers,Sales Representative,S Central West,1104942,"""2022-06-14""",Retail,Individual,4004900,Jonathan Carter,Utah,Lightbulbs,KELB098,K-Eco Energy Bulbs 9W  (8-pack),2,22.99,0,45.98,
900011079,Marla Phifer,Sales Representative,Southwest,1104941,"""2022-06-14""",Wholesale,Business,6002200,Goyette LLC,California,Solar panels,KESP326,K-Eco 325x,2,1052.09,0.05,1998.97,
900019273,Michelle Tiffany,Sales Representative,Central East,1104938,"""2022-06-14""",Retail,Individual,4004162,Rekha Wade,Maryland,Batteries,KEBA308,K-Eco  AAA NiMH rechargeable batteries  (8-pack),4,9.99,0,39.96,
900016111,Edward Loveless,Sales Associate I,N Central West,1104943,"""2022-06-14""",Retail,Individual,4004232,Aphrodite Garza,Nebraska,Lightbulbs,KELB092,K-Eco Energy Bulbs 9W (2-pack),4,7.53,0,30.12,
900011212,Tricia Beaudry,Senior Sales Representative,Northwest,1104939,"""2022-06-14""",Retail,Individual,4005716,Wesley Cox,Oregon,Batteries,KEBA308,K-Eco  AAA NiMH rechargeable batteries  (8-pack),3,9.99,0,29.97,
900010428,Colby Hallberg,Sales Representative,N Central East,1104945,"""2022-06-14""",Retail,Individual,4005044,Adam Smith,Illinois,Lightbulbs,KESL092,K-Eco Smart Bulbs 9W dimmable (2-pack),1,15.2,0,15.2,
900012203,Christen Barrett,Sales Associate I,S Central East,1104949,"""2022-06-15""",Retail,Individual,4004527,Arielle Kennedy,Texas,Solar panels,KESP300,K-Eco 300,4,981,0,3924,
900010428,Colby Hallberg,Sales Representative,N Central East,1104950,"""2022-06-15""",Retail,Individual,4004904,Anna Jennings,Minnesota,Solar panels,KESP326,K-Eco 325x,2,1052.09,0,2104.18,
900018213,Alisha Hendricks,Senior Sales Representative,Central East,1104948,"""2022-06-15""",Wholesale,Business,6002174,Cummings LLC,Delaware,Solar panels,KESP300,K-Eco 300,2,981,0.12,1726.56,
900010453,Susan Fetterman,Senior Sales Representative,Central East,1104947,"""2022-06-15""",Retail,Individual,4004119,Amanda Nguyen,Tennessee,Landscape lighting,KEBL100,Bistro String lights - 100 ft - white,4,65.99,0,263.96,
900019334,Mitch White,Sales Associate I,Southeast,1104946,"""2022-06-15""",Retail,Individual,4005669,Brielle Simmons,Florida,Landscape lighting,KEBL100,Bistro String lights - 100 ft - white,2,65.99,0,131.98,
900012283,Igor Hansen,Sales Associate,N Central East,1104951,"""2022-06-15""",Retail,Business,6003026,Romaguera Inc,Michigan,Wind harvester,KEWH120,K-Eco Blast 1200,8,2300,0,18400,
900011079,Marla Phifer,Sales Representative,Southwest,1104952,"""2022-06-15""",Retail,Individual,4005180,Cole Gonzalez,California,Landscape lighting,KERL555,Rope lights - Multicolor,1,26.99,0,26.99,
900014055,Daniel Burgess,Sales Associate II,Central East,1104956,"""2022-06-16""",Retail,Individual,4005114,Julia Fisher,Delaware,Solar panels,KESP255,K-Eco 250x,3,869,0,2607,
900012995,Brenda Albury,Senior Sales Representative,Central East,1104961,"""2022-06-16""",Retail,Individual,4005940,Nia Snyder,West Virginia,Grid Tie Inverters,KIGT002,K-Invert 2K,1,1156,0,1156,
900019019,Alexandra Kundt,Senior Sales Associate,S Central East,1104953,"""2022-06-16""",Retail,Individual,4004323,Thomas Barnes,Mississippi,Landscape lighting,KEBL100,Bistro String lights - 100 ft - white,4,65.99,0,263.96,
900011079,Marla Phifer,Sales Representative,Southwest,1104960,"""2022-06-16""",Retail,Individual,4004896,Helen Walton,California,Solar panels,KESP060,K-Eco Mini ,1,89.99,0,89.99,
900012746,Becky Seneschal,Senior Sales Representative,N Central East,1104957,"""2022-06-16""",Retail,Business,6002590,Homenick Inc,Iowa,Solar panels,KESP300,K-Eco 300,1,981,0,981,
900012320,Dolly Trowel,Sales Associate,S Central West,1104958,"""2022-06-16""",Wholesale,Business,6001650,Pollich Group,Arizona,Solar panels,KESP625,K-Eco 625,4,1430.63,0.15,4864.14,
900015105,Sharla Sobie,Sales Representative,Northeast,1104959,"""2022-06-16""",Wholesale,Business,6001674,Kuvalis LLC,New York,Lightbulbs,KELB238,K-Eco Energy Bulbs 23W  (8-pack),4,29.99,0.09,109.16,
900016320,Paul Massimo,Sales Associate II,S Central East,1104962,"""2022-06-16""",Retail,Individual,4004466,Sariyah Leonard,Louisiana,Landscape lighting,KERL500,Rope lights - Purple,3,26.99,0,80.97,
900011079,Marla Phifer,Sales Representative,Southwest,1104954,"""2022-06-16""",Retail,Individual,4005607,William Kennington,California,Landscape lighting,KEBL040,Bistro String lights - 40 ft - white,2,27.99,0,55.98,
900016111,Edward Loveless,Sales Associate I,N Central West,1104955,"""2022-06-16""",Retail,Individual,4006031,Julian Underwood,North Dakota,Batteries,KEBA312,K-Eco  AAA NiMH rechargeable batteries (12-pack),4,13.99,0,55.96,
900015105,Sharla Sobie,Sales Representative,Northeast,1104969,"""2022-06-17""",Retail,Individual,4004043,Micah Mason,New York,Landscape lighting,KERL100,Rope lights - White,4,26.99,0,107.96,
900012283,Igor Hansen,Sales Associate,N Central East,1104964,"""2022-06-17""",Retail,Business,6003026,Romaguera Inc,Michigan,Batteries,KEBA212,K-Eco AA  NiMH rechargeable batteries (12-pack),8,21.59,0,172.72,
900015961,Wynona Smith,Sales Associate III,Northeast,1104965,"""2022-06-17""",Retail,Business,6001843,Leffler Group,New York,Lightbulbs,KELB208,K-Eco Energy Bulbs 20W  (8-pack),2,28.7,0,57.4,
900010453,Susan Fetterman,Senior Sales Representative,Central East,1104966,"""2022-06-17""",Retail,Individual,4005237,Sienna Foster,District of Columbia,Lightbulbs,KESL194,K-Eco Smart Bulbs 9W color change (4-pack),3,29.99,0,89.97,
900016320,Paul Massimo,Sales Associate II,S Central East,1104968,"""2022-06-17""",Retail,Individual,4004607,Sawyer Ramsey,Missouri,Landscape lighting,KERL600,Rope lights - Green,2,26.99,0,53.98,
900010836,Constantine Acosta,Senior Sales Representative,Northwest,1104967,"""2022-06-17""",Retail,Individual,4004793,Lee Jimenez,Idaho,Lightbulbs,KESL092,K-Eco Smart Bulbs 9W dimmable (2-pack),3,15.2,0,45.6,
900011701,Georgia Eddowes,Sales Representative,Southeast,1104963,"""2022-06-17""",Retail,Individual,4004058,Eliana Franklin,Georgia,Batteries,KEBA308,K-Eco  AAA NiMH rechargeable batteries  (8-pack),4,9.99,0,39.96,
900010859,Nick Chen,Sales Representative,S Central East,1104973,"""2022-06-18""",Retail,Individual,4005376,Greta Gainsborough,Texas,Solar panels,KESP255,K-Eco 250x,2,869,0,1738,
900013610,Ava Orosco,Sales Associate I,Northwest,1104972,"""2022-06-18""",Retail,Individual,4005375,Victoria Torres,Idaho,Solar panels,KESP180,K-Eco 180,2,588.6,0,1177.2,
900019019,Alexandra Kundt,Senior Sales Associate,S Central East,1104971,"""2022-06-18""",Retail,Individual,4004377,Layla Henderson,Texas,Landscape lighting,KECL100,Bistro String lights - 100 ft- Multicolor,3,89.99,0,269.97,
900013610,Ava Orosco,Sales Associate I,Northwest,1104983,"""2022-06-18""",Retail,Individual,4005886,Thomas Johnson,Idaho,Landscape lighting,KEPL008,K-Eco Solar path light  (8-pack),3,55.05,0,165.14,
900014055,Daniel Burgess,Sales Associate II,Central East,1104974,"""2022-06-18""",Wholesale,Business,6002708,Morissette LLC,Maryland,Solar panels,KESP300,K-Eco 300,1,981,0.11,873.09,
900010898,Dana Fizzer,Sales Associate II,Southwest,1104975,"""2022-06-18""",Wholesale,Business,6001860,Doyle Inc,Nevada,Solar panels,KESP325,K-Eco 325,3,1062.75,0.03,3092.6,
900010428,Colby Hallberg,Sales Representative,N Central East,1104976,"""2022-06-18""",Wholesale,Business,6003677,Rosenbaum LLC,Wisconsin,Solar panels,KESP326,K-Eco 325x,3,1052.09,0.13,2745.95,
900018712,Dru Clingman,Sales Associate II,S Central East,1104981,"""2022-06-18""",Retail,Individual,4005629,Lara Herrera,Texas,Lightbulbs,KESL194,K-Eco Smart Bulbs 9W color change (4-pack),4,29.99,0,119.96,
900012506,Lisa Frere,Sales Associate V,N Central East,1104978,"""2022-06-18""",Wholesale,Business,6002354,Koelpin Group,Minnesota,Lightbulbs,KELB208,K-Eco Energy Bulbs 20W  (8-pack),2,28.7,0.11,51.09,
900018712,Dru Clingman,Sales Associate II,S Central East,1104979,"""2022-06-18""",Retail,Individual,4005880,Serenity Alvarez,Texas,Lightbulbs,KELB098,K-Eco Energy Bulbs 9W  (8-pack),3,22.99,0,68.97,
900018712,Dru Clingman,Sales Associate II,S Central East,1104970,"""2022-06-18""",Retail,Individual,4004716,Sharon Donahue,Texas,Landscape lighting,KEBL100,Bistro String lights - 100 ft - white,1,65.99,0,65.99,
900012746,Becky Seneschal,Senior Sales Representative,N Central East,1104977,"""2022-06-18""",Retail,Individual,4004016,George Nelson,Ohio,Lightbulbs,KELB134,K-Eco Energy Bulbs 13W (4-pack),3,15.99,0,47.97,
900014621,Shantel Francis,Sales Associate II,Northeast,1104980,"""2022-06-18""",Retail,Individual,4004853,Alexander Lawrence,Pennsylvania,Lightbulbs,KESL192,K-Eco Smart Bulbs 9W color change (2-pack),2,15.99,0,31.98,
900011212,Tricia Beaudry,Senior Sales Representative,Northwest,1104982,"""2022-06-18""",Retail,Individual,4004855,Chloe Watkins,Washington,Landscape lighting,KEPL001,K-Eco Solar path light ,3,10,0,30,
900016625,Norm Hawkins,Sales Representative,Southeast,1104984,"""2022-06-18""",Retail,Business,6003954,Kautzer Group,Alabama,Grid Tie Inverters,KIGT009,K-Invert 9K,2,2430,0,4860,
900014621,Shantel Francis,Sales Associate II,Northeast,1104985,"""2022-06-18""",Wholesale,Business,6002562,Topsy Turvy Cake Design,Pennsylvania,Landscape lighting,KESC100,Security lights,2,65.5,0.12,115.28,
900011701,Georgia Eddowes,Sales Representative,Southeast,1104990,"""2022-06-19""",Retail,Individual,4005396,Marshall Johnson,Florida,Wind harvester,KEWH100,K-Eco Blast 100,1,280,0,280,
900010859,Nick Chen,Sales Representative,S Central East,1104986,"""2022-06-19""",Retail,Individual,4005266,Grace Kim,Texas,Landscape lighting,KEBL040,Bistro String lights - 40 ft - white,4,27.99,0,111.96,
900017067,Christy Beedom,Senior Sales Representative,Southwest,1104988,"""2022-06-19""",Wholesale,Business,6003664,Hyatt Inc,California,Solar panels,KESP700,K-Eco 700,4,2289,0.07,8515.08,
900014621,Shantel Francis,Sales Associate II,Northeast,1104989,"""2022-06-19""",Wholesale,Business,6003058,King Group,Massachusetts,Solar panels,KESP700,K-Eco 700,3,2289,0.02,6729.66,
900015961,Wynona Smith,Sales Associate III,Northeast,1104994,"""2022-06-19""",Retail,Individual,4004138,Esme Russell,Pennsylvania,Landscape lighting,KEPL008,K-Eco Solar path light  (8-pack),2,55.05,0,110.09,
900010453,Susan Fetterman,Senior Sales Representative,Central East,1104996,"""2022-06-19""",Retail,Individual,4005779,Daniel Sims,Virginia,Landscape lighting,KESC100,Security lights,1,65.5,0,65.5,
900013621,Hannah Rosenstock,Sales Associate,Southwest,1104987,"""2022-06-19""",Retail,Individual,4005988,Samuel Brown,California,Batteries,KEBA312,K-Eco  AAA NiMH rechargeable batteries (12-pack),4,13.99,0,55.96,
900018483,Kendra Barnbrook,Senior Sales Associate,S Central East,1104992,"""2022-06-19""",Retail,Individual,4005549,Brittany Palmer,Texas,Lightbulbs,KESL192,K-Eco Smart Bulbs 9W color change (2-pack),3,15.99,0,47.97,
900014621,Shantel Francis,Sales Associate II,Northeast,1104991,"""2022-06-19""",Retail,Individual,4005711,Allison Stewart,Pennsylvania,Lightbulbs,KELB238,K-Eco Energy Bulbs 23W  (8-pack),1,29.99,0,29.99,
900018712,Dru Clingman,Sales Associate II,S Central East,1104993,"""2022-06-19""",Retail,Individual,4003977,Levi Franklin,Texas,Lightbulbs,KESL094,K-Eco Smart Bulbs 9W dimmable (4-pack),1,29.25,0,29.25,
900012506,Lisa Frere,Sales Associate V,N Central East,1104995,"""2022-06-19""",Retail,Individual,4004362,Ulysses Oster,Wisconsin,Landscape lighting,KERL555,Rope lights - Multicolor,1,26.99,0,26.99,
900010453,Susan Fetterman,Senior Sales Representative,Central East,1104997,"""2022-06-20""",Retail,Individual,4004851,Leopold Greenaway,North Carolina,EV charger,KEEV002,Car charger - L2,1,1900,0,1900,
900011701,Georgia Eddowes,Sales Representative,Southeast,1105001,"""2022-06-20""",Retail,Individual,4004178,Julia Ravenswood,South Carolina,Landscape lighting,KEPL012,K-Eco Solar path light  (12-pack),2,89.99,0,179.98,
900013610,Ava Orosco,Sales Associate I,Northwest,1105002,"""2022-06-20""",Retail,Individual,4004279,Aurora Watson,Oregon,Landscape lighting,KEPL008,K-Eco Solar path light  (8-pack),3,55.05,0,165.14,
900019019,Alexandra Kundt,Senior Sales Associate,S Central East,1104999,"""2022-06-20""",Retail,Individual,4004033,Alexander Greene,Louisiana,Lightbulbs,KELB138,K-Eco Energy Bulbs 13W  (8-pack),3,24.99,0,74.97,
900013410,Kristen Phillips,Sales Associate III,Southeast,1105004,"""2022-06-20""",Retail,Individual,4005668,Javier Rice,Georgia,Landscape lighting,KERL700,Rope lights - Blue,2,26.99,0,53.98,
900015961,Wynona Smith,Sales Associate III,Northeast,1105000,"""2022-06-20""",Retail,Individual,4005267,Nolan Weaver,Massachusetts,Lightbulbs,KELB094,K-Eco Energy Bulbs 9W (4-pack),4,12.97,0,51.88,
900012320,Dolly Trowel,Sales Associate,S Central West,1105003,"""2022-06-20""",Retail,Business,6004071,Langosh Inc,Colorado,Grid Tie Inverters,KIGT020,K-Invert 20K,2,3600,0,7200,
900018213,Alisha Hendricks,Senior Sales Representative,Central East,1104998,"""2022-06-20""",Retail,Individual,4004459,Ellis Fieldstone,Kentucky,Batteries,KEBA308,K-Eco  AAA NiMH rechargeable batteries  (8-pack),4,9.99,0,39.96,
900011212,Tricia Beaudry,Senior Sales Representative,Northwest,1105005,"""2022-06-20""",Retail,Individual,4005716,Wesley Cox,Oregon,Batteries,KEBA308,K-Eco  AAA NiMH rechargeable batteries  (8-pack),2,9.99,0,19.98,
900012203,Christen Barrett,Sales Associate I,S Central East,1105009,"""2022-06-21""",Retail,Individual,4005101,Lawson Granger,Texas,Solar panels,KESP275,K-Eco 275,1,899.25,0,899.25,
900010859,Nick Chen,Sales Representative,S Central East,1105006,"""2022-06-21""",Retail,Individual,4004828,Alejandro Carpenter,Texas,Landscape lighting,KECL100,Bistro String lights - 100 ft- Multicolor,2,89.99,0,179.98,
900012283,Igor Hansen,Sales Associate,N Central East,1105008,"""2022-06-21""",Wholesale,Business,6001926,Effertz Inc,Kansas,Batteries,KEBA312,K-Eco  AAA NiMH rechargeable batteries (12-pack),4,13.99,0.01,55.4,
900016439,Alyssa Smoak,Sales Associate IV,Northeast,1105013,"""2022-06-21""",Retail,Individual,4004188,Miles Holmes,New York,Landscape lighting,KEPL008,K-Eco Solar path light  (8-pack),3,55.05,0,165.14,
900016439,Alyssa Smoak,Sales Associate IV,Northeast,1105010,"""2022-06-21""",Wholesale,Business,6002576,Lang Restaurants,New York,Lightbulbs,KELB208,K-Eco Energy Bulbs 20W  (8-pack),1,28.7,0.15,24.4,
900019273,Michelle Tiffany,Sales Representative,Central East,1105007,"""2022-06-21""",Retail,Individual,4004465,Myles Hudson,Tennessee,Landscape lighting,KECL040,Bistro String lights - 40 ft - Multicolor,2,45.5,0,91,
900015105,Sharla Sobie,Sales Representative,Northeast,1105011,"""2022-06-21""",Retail,Individual,4005572,Scarlett Mullins,Massachusetts,Lightbulbs,KELB208,K-Eco Energy Bulbs 20W  (8-pack),3,28.7,0,86.1,
900014621,Shantel Francis,Sales Associate II,Northeast,1105012,"""2022-06-21""",Retail,Individual,4005494,Kismet Pearson,New York,Lightbulbs,KELB232,K-Eco Energy Bulbs 23W (2-pack),4,11.39,0,45.56,
900013649,John Ashwin,Senior Sales Representative,Central East,1105014,"""2022-06-22""",Retail,Individual,4003962,Angela Perry,Delaware,Solar panels,KESP180,K-Eco 180,4,588.6,0,2354.4,
900019907,Lorrie Ellison,Sales Associate I,Southwest,1105015,"""2022-06-22""",Wholesale,Business,6003177,Romaguera Group,California,Solar panels,KESP325,K-Eco 325,1,1062.75,0.11,945.85,
900012281,Logan Augur,Sales Associate I,S Central West,1105016,"""2022-06-22""",Retail,Individual,4004605,Timothy Smith,Arizona,Solar panels,KESP326,K-Eco 325x,2,1052.09,0,2104.18,
900018684,Vincent Kobak,Sales Associate IV,N Central East,1105017,"""2022-06-22""",Wholesale,Business,6003222,Hane LLC,Minnesota,Batteries,KEBA212,K-Eco AA  NiMH rechargeable batteries (12-pack),4,21.59,0.15,73.41,
900010428,Colby Hallberg,Sales Representative,N Central East,1105020,"""2022-06-22""",Retail,Individual,4004175,Isabel Butler,Illinois,Landscape lighting,KEPL008,K-Eco Solar path light  (8-pack),3,55.05,0,165.14,
900015003,Cynthia Cash,Sales Associate III,Southeast,1105018,"""2022-06-22""",Retail,Individual,4004054,Ian Burns,South Carolina,Lightbulbs,KESL194,K-Eco Smart Bulbs 9W color change (4-pack),4,29.99,0,119.96,
900015961,Wynona Smith,Sales Associate III,Northeast,1105019,"""2022-06-22""",Retail,Individual,4005985,Christian Perez,Connecticut,Lightbulbs,KESL194,K-Eco Smart Bulbs 9W color change (4-pack),1,29.99,0,29.99,
900016439,Alyssa Smoak,Sales Associate IV,Northeast,1105021,"""2022-06-22""",Wholesale,Business,6003624,Schmidt LLC,New York,Grid Tie Inverters,KIGT020,K-Invert 20K,2,3600,0.09,6552,
900020001,Morten Shivers,Sales Representative,S Central West,1105026,"""2022-06-23""",Retail,Individual,4005234,Leilani Castro,Arizona,Solar panels,KESP326,K-Eco 325x,4,1052.09,0,4208.36,
